id,combat_level,size,hitpoints,max_hit,attack_type,aggressive,poisonous,venomous,immune_poison,immune_venom,attack_level,strength_level,defence_level,magic_level,ranged_level,attack_bonus
66,25,1,30,3,slash,FALSE,FALSE,FALSE,FALSE,FALSE,19,21,21,1,1,5
67,25,1,30,3,slash,FALSE,FALSE,FALSE,FALSE,FALSE,19,21,21,1,1,5
68,25,1,30,3,slash,FALSE,FALSE,FALSE,FALSE,FALSE,19,21,21,1,1,5
69,13,1,22,2,crush,TRUE,FALSE,FALSE,FALSE,FALSE,8,9,10,1,1,0
70,22,1,29,3,crush,TRUE,FALSE,FALSE,FALSE,FALSE,15,18,17,1,1,0
71,22,1,29,3,crush,TRUE,FALSE,FALSE,FALSE,FALSE,15,18,17,1,1,0
72,22,1,29,3,crush,TRUE,FALSE,FALSE,FALSE,FALSE,15,18,17,1,1,0
73,22,1,29,3,crush,TRUE,FALSE,FALSE,FALSE,FALSE,15,18,17,1,1,0
74,21,1,24,3,crush,TRUE,FALSE,FALSE,FALSE,FALSE,17,17,17,1,1,0
75,21,1,24,3,crush,TRUE,FALSE,FALSE,FALSE,FALSE,17,17,17,1,1,0
76,21,1,24,3,crush,TRUE,FALSE,FALSE,FALSE,FALSE,17,17,17,1,1,0
77,25,1,17,4,slash,TRUE,FALSE,FALSE,FALSE,FALSE,24,24,24,1,1,15
78,25,1,17,4,slash,TRUE,FALSE,FALSE,FALSE,FALSE,24,24,24,1,1,15
79,25,1,17,4,slash,TRUE,FALSE,FALSE,FALSE,FALSE,24,24,24,1,1,15
80,25,1,17,4,slash,TRUE,FALSE,FALSE,FALSE,FALSE,24,24,24,1,1,15
81,25,1,17,4,slash,TRUE,FALSE,FALSE,FALSE,FALSE,24,24,24,1,1,15
82,45,1,59,5,slash,TRUE,FALSE,FALSE,FALSE,FALSE,32,35,36,1,1,15
83,45,1,59,5,slash,TRUE,FALSE,FALSE,FALSE,FALSE,32,35,36,1,1,15
84,16,1,17,3,crush,TRUE,FALSE,FALSE,FALSE,FALSE,14,14,14,18,1,0
85,19,1,25,2,crush,TRUE,FALSE,FALSE,FALSE,FALSE,13,13,18,1,1,0
86,19,1,25,2,crush,TRUE,FALSE,FALSE,FALSE,FALSE,13,13,18,1,1,0
87,19,1,25,2,crush,TRUE,FALSE,FALSE,FALSE,FALSE,13,13,18,1,1,0
88,19,1,25,2,crush,TRUE,FALSE,FALSE,FALSE,FALSE,13,13,18,1,1,0
89,19,1,25,2,crush,TRUE,FALSE,FALSE,FALSE,FALSE,13,13,18,1,1,0
90,19,1,25,2,crush,TRUE,FALSE,FALSE,FALSE,FALSE,13,13,18,1,1,0
91,19,1,25,2,crush,TRUE,FALSE,FALSE,FALSE,FALSE,13,13,18,1,1,0
92,19,1,25,2,crush,TRUE,FALSE,FALSE,FALSE,FALSE,13,13,18,1,1,0
93,19,1,25,2,crush,TRUE,FALSE,FALSE,FALSE,FALSE,13,13,18,1,1,0
94,19,1,25,2,crush,TRUE,FALSE,FALSE,FALSE,FALSE,13,13,18,1,1,0
95,19,1,25,2,crush,TRUE,FALSE,FALSE,FALSE,FALSE,13,13,18,1,1,0
96,19,1,25,2,crush,TRUE,FALSE,FALSE,FALSE,FALSE,13,13,18,1,1,0
97,19,1,25,2,crush,TRUE,FALSE,FALSE,FALSE,FALSE,13,13,18,1,1,0
98,19,1,25,2,crush,TRUE,FALSE,FALSE,FALSE,FALSE,13,13,18,1,1,0
99,19,1,25,2,crush,TRUE,FALSE,FALSE,FALSE,FALSE,13,13,18,1,1,0
100,13,1,50,1,crush,TRUE,FALSE,FALSE,FALSE,FALSE,1,1,1,1,1,0
102,13,1,50,1,crush,TRUE,FALSE,FALSE,FALSE,FALSE,1,1,1,1,1,0
104,122,2,116,11,stab,TRUE,FALSE,FALSE,FALSE,FALSE,105,104,102,1,1,0
105,122,2,116,11,stab,TRUE,FALSE,FALSE,FALSE,FALSE,105,104,102,1,1,0
106,64,2,69,6,stab,TRUE,FALSE,FALSE,FALSE,FALSE,50,55,52,1,1,0
107,25,2,34,3,stab,TRUE,FALSE,FALSE,FALSE,FALSE,20,16,22,1,1,0
108,38,2,44,4,stab,TRUE,FALSE,FALSE,FALSE,FALSE,30,31,32,1,1,0
109,73,2,74,7,stab,TRUE,FALSE,FALSE,FALSE,FALSE,60,61,62,1,1,0
110,11,2,10,2,stab,FALSE,FALSE,FALSE,FALSE,FALSE,10,10,10,1,1,0
112,63,1,62,6,stab,FALSE,FALSE,FALSE,FALSE,FALSE,53,54,54,1,1,0
113,63,1,62,6,stab,FALSE,FALSE,FALSE,FALSE,FALSE,53,54,54,1,1,0
114,44,1,49,5,crush,FALSE,FALSE,FALSE,FALSE,FALSE,35,36,37,1,1,0
115,73,2,74,7,stab,TRUE,FALSE,FALSE,FALSE,FALSE,60,61,62,1,1,0
116,11,2,10,2,stab,FALSE,FALSE,FALSE,FALSE,FALSE,10,10,10,1,1,0
117,25,2,34,3,stab,TRUE,FALSE,FALSE,FALSE,FALSE,20,16,22,1,1,0
130,22,1,29,3,crush,TRUE,FALSE,FALSE,FALSE,FALSE,15,18,17,1,1,15
131,44,1,49,5,crush,TRUE,FALSE,FALSE,FALSE,FALSE,35,36,37,1,1,0
132,54,1,62,6,crush,TRUE,FALSE,FALSE,FALSE,FALSE,45,43,43,1,1,8
133,91,1,120,23,crush,TRUE,FALSE,FALSE,FALSE,FALSE,50,100,50,0,0,40
134,81,2,90,8,crush,TRUE,FALSE,FALSE,FALSE,FALSE,59,70,69,1,1,0
135,122,2,116,11,crush,TRUE,FALSE,FALSE,FALSE,FALSE,105,104,102,1,1,0
136,53,2,60,7,crush,TRUE,FALSE,FALSE,FALSE,FALSE,43,43,43,1,1,22
137,65,2,65,6,slash,TRUE,FALSE,FALSE,FALSE,FALSE,55,55,55,1,1,0
138,85,3,90,8,crush,TRUE,TRUE,FALSE,FALSE,FALSE,70,70,70,1,1,0
139,246,3,210,22,slash,TRUE,FALSE,FALSE,FALSE,FALSE,215,215,215,100,1,0
140,135,3,142,22,stab,TRUE,FALSE,FALSE,FALSE,FALSE,114,117,98,1,1,50
141,135,3,60,19,crush,TRUE,FALSE,FALSE,FALSE,FALSE,120,180,90,90,180,0
142,82,2,79,8,crush,TRUE,FALSE,FALSE,FALSE,FALSE,68,70,71,1,1,0
143,97,2,100,12,crush,TRUE,FALSE,FALSE,FALSE,FALSE,80,80,80,1,1,22
231,11,2,10,2,stab,FALSE,FALSE,FALSE,FALSE,FALSE,10,10,10,1,1,0
232,64,2,69,6,stab,TRUE,FALSE,FALSE,FALSE,FALSE,50,55,52,1,1,0
239,276,5,240,25,stab,TRUE,TRUE,FALSE,FALSE,FALSE,240,240,240,240,1,0
240,172,3,157,16,slash,TRUE,FALSE,FALSE,FALSE,FALSE,145,148,152,1,1,0
241,48,2,50,5,slash,TRUE,FALSE,FALSE,FALSE,FALSE,40,40,40,1,1,0
242,48,2,50,5,slash,TRUE,FALSE,FALSE,FALSE,FALSE,40,40,40,1,1,0
243,48,2,50,5,slash,TRUE,FALSE,FALSE,FALSE,FALSE,40,40,40,1,1,0
244,48,2,50,5,slash,TRUE,FALSE,FALSE,FALSE,FALSE,40,40,40,1,1,0
245,48,2,50,5,slash,TRUE,FALSE,FALSE,FALSE,FALSE,40,40,40,1,1,0
246,48,2,50,5,slash,TRUE,FALSE,FALSE,FALSE,FALSE,40,40,40,1,1,0
247,152,4,140,14,slash,TRUE,FALSE,FALSE,FALSE,FALSE,130,130,130,1,1,0
248,152,4,140,14,slash,TRUE,FALSE,FALSE,FALSE,FALSE,130,130,130,1,1,0
249,152,4,140,14,slash,TRUE,FALSE,FALSE,FALSE,FALSE,130,130,130,1,1,0
250,152,4,140,14,slash,TRUE,FALSE,FALSE,FALSE,FALSE,130,130,130,1,1,0
251,152,4,140,14,slash,TRUE,FALSE,FALSE,FALSE,FALSE,130,130,130,1,1,0
252,227,4,190,21,slash,TRUE,FALSE,FALSE,FALSE,FALSE,200,200,200,100,1,0
253,227,4,190,21,slash,TRUE,FALSE,FALSE,FALSE,FALSE,200,200,200,100,1,0
254,227,4,190,21,slash,TRUE,FALSE,FALSE,FALSE,FALSE,200,200,200,100,1,0
255,227,4,190,21,slash,TRUE,FALSE,FALSE,FALSE,FALSE,200,200,200,100,1,0
256,227,4,190,21,slash,TRUE,FALSE,FALSE,FALSE,FALSE,200,200,200,100,1,0
257,227,4,190,21,slash,TRUE,FALSE,FALSE,FALSE,FALSE,200,200,200,100,1,0
258,227,4,190,21,slash,TRUE,FALSE,FALSE,FALSE,FALSE,200,200,200,100,1,0
259,227,4,190,21,slash,TRUE,FALSE,FALSE,FALSE,FALSE,200,200,200,100,1,0
260,79,4,75,8,slash,TRUE,FALSE,FALSE,FALSE,FALSE,68,68,68,68,1,0
261,79,4,75,8,slash,TRUE,FALSE,FALSE,FALSE,FALSE,68,68,68,68,1,0
262,79,4,75,8,slash,TRUE,FALSE,FALSE,FALSE,FALSE,68,68,68,68,1,0
263,79,4,75,8,slash,TRUE,FALSE,FALSE,FALSE,FALSE,68,68,68,68,1,0
264,79,4,75,8,slash,TRUE,FALSE,FALSE,FALSE,FALSE,68,68,68,68,1,0
265,111,4,105,10,slash,TRUE,FALSE,FALSE,FALSE,FALSE,95,95,95,1,1,0
266,111,4,105,10,slash,TRUE,FALSE,FALSE,FALSE,FALSE,95,95,95,1,1,0
267,111,4,105,10,slash,TRUE,FALSE,FALSE,FALSE,FALSE,95,95,95,1,1,0
268,111,4,105,10,slash,TRUE,FALSE,FALSE,FALSE,FALSE,95,95,95,1,1,0
269,111,4,105,10,slash,TRUE,FALSE,FALSE,FALSE,FALSE,95,95,95,1,1,0
270,131,4,122,12,slash,TRUE,FALSE,FALSE,FALSE,FALSE,112,112,112,100,1,0
271,131,4,122,12,slash,TRUE,FALSE,FALSE,FALSE,FALSE,112,112,112,100,1,0
272,189,4,165,17,slash,TRUE,FALSE,FALSE,FALSE,FALSE,165,165,165,100,1,0
273,189,4,165,17,slash,TRUE,FALSE,FALSE,FALSE,FALSE,165,165,165,100,1,0
274,246,4,210,22,slash,TRUE,FALSE,FALSE,FALSE,FALSE,215,215,215,100,1,0
275,246,4,210,22,slash,TRUE,FALSE,FALSE,FALSE,FALSE,215,215,215,100,1,0
289,42,1,50,5,crush,TRUE,FALSE,FALSE,FALSE,FALSE,30,40,30,1,1,0
290,10,1,16,2,crush,FALSE,FALSE,FALSE,FALSE,FALSE,8,8,6,1,1,5
291,48,1,61,6,crush,TRUE,FALSE,FALSE,FALSE,FALSE,38,42,28,1,1,13
292,20,1,26,3,crush,FALSE,FALSE,FALSE,FALSE,FALSE,15,16,16,1,1,11
294,11,1,18,2,crush,FALSE,FALSE,FALSE,FALSE,FALSE,8,8,8,1,1,5
295,11,1,18,2,crush,FALSE,FALSE,FALSE,FALSE,FALSE,8,8,8,1,1,5
296,10,1,16,2,crush,FALSE,FALSE,FALSE,FALSE,FALSE,8,8,6,1,1,5
299,29,1,35,4,slash,TRUE,FALSE,FALSE,FALSE,FALSE,22,22,25,1,1,8
300,47,1,47,5,crush,FALSE,FALSE,FALSE,FALSE,FALSE,40,40,40,1,1,0
301,34,1,37,4,slash,FALSE,FALSE,FALSE,FALSE,FALSE,32,26,27,1,1,9
302,34,1,37,4,slash,FALSE,FALSE,FALSE,FALSE,FALSE,32,26,27,1,1,9
303,34,1,37,4,slash,FALSE,FALSE,FALSE,FALSE,FALSE,32,26,27,1,1,9
304,70,1,70,7,crush,TRUE,FALSE,FALSE,FALSE,FALSE,58,58,62,1,1,0
319,785,5,2000,33,crush,TRUE,FALSE,FALSE,TRUE,TRUE,320,320,310,350,150,50
320,75,1,25,13,,TRUE,FALSE,FALSE,FALSE,FALSE,1,1,20,1,1,0
377,1024,5,3200,73,slash,TRUE,FALSE,FALSE,FALSE,FALSE,150,150,150,150,150,220
397,22,1,22,4,ranged,FALSE,FALSE,FALSE,FALSE,FALSE,15,15,16,1,26,6
398,22,1,22,4,ranged,FALSE,FALSE,FALSE,FALSE,FALSE,15,15,16,1,26,6
399,19,1,22,4,crush,FALSE,FALSE,FALSE,FALSE,FALSE,15,15,16,1,1,6
400,19,1,22,4,crush,FALSE,FALSE,FALSE,FALSE,FALSE,15,15,16,1,1,6
406,23,2,22,3,stab,TRUE,TRUE,FALSE,FALSE,FALSE,22,18,18,1,1,0
407,23,2,22,3,stab,TRUE,TRUE,FALSE,FALSE,FALSE,22,18,18,1,1,0
408,23,2,22,3,stab,TRUE,TRUE,FALSE,FALSE,FALSE,22,18,18,1,1,0
409,23,2,22,3,stab,TRUE,TRUE,FALSE,FALSE,FALSE,22,18,18,1,1,0
410,106,3,97,11,crush,TRUE,FALSE,FALSE,TRUE,TRUE,67,105,105,1,1,0
411,106,3,97,11,crush,TRUE,FALSE,FALSE,TRUE,TRUE,67,105,105,1,1,0
412,111,3,105,11,slash,TRUE,FALSE,FALSE,FALSE,FALSE,75,105,107,1,1,0
413,111,3,105,11,slash,TRUE,FALSE,FALSE,FALSE,FALSE,75,105,107,1,1,0
414,23,2,22,2,melee,TRUE,FALSE,FALSE,FALSE,FALSE,22,15,22,1,1,0
415,124,1,150,8,stab,FALSE,FALSE,FALSE,FALSE,FALSE,97,67,135,1,1,0
416,124,1,150,8,stab,FALSE,FALSE,FALSE,FALSE,FALSE,97,67,135,1,1,0
417,61,2,75,5,slash,FALSE,FALSE,FALSE,FALSE,FALSE,30,45,75,1,1,0
418,61,2,75,5,slash,FALSE,FALSE,FALSE,FALSE,FALSE,30,45,75,1,1,0
419,37,2,37,5,stab,FALSE,FALSE,FALSE,FALSE,FALSE,22,37,37,1,1,0
420,37,3,37,5,stab,FALSE,FALSE,FALSE,FALSE,FALSE,22,37,37,1,1,0
421,29,1,27,4,crush,FALSE,FALSE,FALSE,FALSE,FALSE,22,27,27,1,1,0
422,29,1,27,4,crush,FALSE,FALSE,FALSE,FALSE,FALSE,22,27,27,1,1,0
423,93,1,105,8,melee,FALSE,FALSE,FALSE,FALSE,FALSE,105,70,40,1,1,0
426,83,1,76,9,stab,FALSE,FALSE,FALSE,FALSE,FALSE,53,83,83,1,1,0
427,89,2,81,10,stab,FALSE,FALSE,FALSE,FALSE,FALSE,58,88,88,1,1,0
428,87,2,79,10,stab,FALSE,FALSE,FALSE,FALSE,FALSE,56,86,86,1,1,0
429,85,1,77,9,stab,FALSE,FALSE,FALSE,FALSE,FALSE,54,84,84,1,1,0
430,83,1,76,9,stab,FALSE,FALSE,FALSE,FALSE,FALSE,53,83,83,1,1,0
431,83,2,76,9,stab,FALSE,FALSE,FALSE,FALSE,FALSE,53,83,83,1,1,0
432,83,2,76,9,stab,FALSE,FALSE,FALSE,FALSE,FALSE,53,83,83,1,1,0
433,43,1,45,4,melee,FALSE,FALSE,FALSE,FALSE,FALSE,52,30,22,1,1,0
434,43,1,45,4,melee,FALSE,FALSE,FALSE,FALSE,FALSE,52,30,22,1,1,0
435,43,1,45,4,melee,FALSE,FALSE,FALSE,FALSE,FALSE,52,30,22,1,1,0
436,43,1,45,4,melee,FALSE,FALSE,FALSE,FALSE,FALSE,52,30,22,1,1,0
437,78,1,75,5,melee,FALSE,FALSE,FALSE,FALSE,FALSE,45,45,120,45,1,0
438,78,1,75,5,melee,FALSE,FALSE,FALSE,FALSE,FALSE,45,45,120,45,1,0
439,78,1,75,5,melee,FALSE,FALSE,FALSE,FALSE,FALSE,45,45,120,45,1,0
440,78,1,75,5,melee,FALSE,FALSE,FALSE,FALSE,FALSE,45,45,120,45,1,0
441,78,1,75,5,melee,FALSE,FALSE,FALSE,FALSE,FALSE,45,45,120,45,1,0
442,78,1,75,5,melee,FALSE,FALSE,FALSE,FALSE,FALSE,45,45,120,45,1,0
443,66,1,60,8,magic,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,60,75,1,0
444,66,1,60,8,magic,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,60,75,1,0
445,66,1,60,8,magic,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,60,75,1,0
446,66,1,60,8,magic,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,60,75,1,0
447,66,1,60,8,magic,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,60,75,1,0
448,8,1,16,1,crush,FALSE,FALSE,FALSE,FALSE,FALSE,8,4,4,1,1,0
449,8,1,16,1,crush,FALSE,FALSE,FALSE,FALSE,FALSE,8,4,4,1,1,0
450,7,1,15,1,crush,FALSE,FALSE,FALSE,FALSE,FALSE,7,3,3,1,1,0
451,8,1,16,1,crush,FALSE,FALSE,FALSE,FALSE,FALSE,8,4,4,1,1,0
452,8,1,16,1,crush,FALSE,FALSE,FALSE,FALSE,FALSE,8,4,4,1,1,0
453,12,2,19,2,crush,FALSE,FALSE,FALSE,FALSE,FALSE,11,7,7,1,1,0
454,12,2,19,2,crush,FALSE,FALSE,FALSE,FALSE,FALSE,11,7,7,1,1,0
455,11,2,18,2,crush,FALSE,FALSE,FALSE,FALSE,FALSE,10,6,6,1,1,0
456,12,2,19,2,crush,FALSE,FALSE,FALSE,FALSE,FALSE,11,7,9,1,1,0
457,12,2,19,2,crush,FALSE,FALSE,FALSE,FALSE,FALSE,11,7,10,1,1,0
458,42,3,40,5,crush,TRUE,FALSE,FALSE,FALSE,FALSE,38,36,35,1,1,0
459,24,2,25,3,crush,TRUE,FALSE,FALSE,FALSE,FALSE,20,22,20,1,1,0
460,24,2,25,3,crush,TRUE,FALSE,FALSE,FALSE,FALSE,20,22,20,1,1,0
461,24,2,25,3,crush,TRUE,FALSE,FALSE,FALSE,FALSE,20,22,20,1,1,0
462,12,1,15,2,crush,FALSE,FALSE,FALSE,FALSE,FALSE,10,10,10,1,1,0
463,12,1,15,2,crush,FALSE,FALSE,FALSE,FALSE,FALSE,10,10,10,1,1,0
464,46,1,25,6,crush,TRUE,FALSE,FALSE,FALSE,FALSE,54,46,32,1,1,0
465,140,3,200,13,slash,TRUE,FALSE,FALSE,FALSE,FALSE,125,116,120,125,120,0
466,140,3,200,13,slash,TRUE,FALSE,FALSE,FALSE,FALSE,125,116,120,125,120,0
467,140,3,200,13,slash,TRUE,FALSE,FALSE,FALSE,FALSE,125,116,120,125,120,0
468,140,3,200,13,slash,TRUE,FALSE,FALSE,FALSE,FALSE,125,116,120,125,120,0
469,55,1,51,8,crush,FALSE,FALSE,FALSE,FALSE,FALSE,50,50,40,67,67,30
470,55,1,51,8,stab,FALSE,FALSE,FALSE,FALSE,FALSE,50,50,40,67,67,30
472,19,1,25,2,crush,TRUE,FALSE,FALSE,FALSE,FALSE,13,13,18,1,1,0
473,19,1,25,2,crush,TRUE,FALSE,FALSE,FALSE,FALSE,13,13,18,1,1,0
474,19,1,25,2,crush,TRUE,FALSE,FALSE,FALSE,FALSE,13,13,18,1,1,0
476,49,1,105,4,crush,TRUE,FALSE,FALSE,TRUE,TRUE,30,30,16,1,1,0
477,99,2,100,9,crush,FALSE,FALSE,FALSE,FALSE,FALSE,100,80,65,1,1,0
478,24,1,25,3,crush,FALSE,FALSE,FALSE,FALSE,FALSE,25,20,15,1,1,0
480,23,1,25,2,stab,FALSE,TRUE,FALSE,FALSE,FALSE,13,13,35,13,1,0
481,6,1,5,1,stab,TRUE,FALSE,FALSE,FALSE,FALSE,6,5,6,1,1,0
483,96,2,93,9,crush,FALSE,FALSE,FALSE,FALSE,FALSE,82,80,84,1,1,0
484,76,2,120,5,melee,FALSE,FALSE,FALSE,FALSE,FALSE,75,45,30,1,1,0
485,76,2,120,5,melee,FALSE,FALSE,FALSE,FALSE,FALSE,75,45,30,1,1,0
486,76,2,120,5,melee,FALSE,FALSE,FALSE,FALSE,FALSE,75,45,30,1,1,0
487,76,2,120,5,melee,FALSE,FALSE,FALSE,FALSE,FALSE,75,45,30,1,1,0
492,127,2,125,13,magic,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,150,120,1,0
494,291,4,255,28,magic,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,1,1,0
498,160,1,185,20,ranged,FALSE,FALSE,FALSE,FALSE,FALSE,140,130,275,1,195,0
499,301,4,240,8,ranged,FALSE,FALSE,FALSE,FALSE,FALSE,230,220,360,1,310,0
505,19,1,25,2,crush,TRUE,FALSE,FALSE,FALSE,FALSE,13,13,18,1,1,0
506,19,1,25,2,crush,TRUE,FALSE,FALSE,FALSE,FALSE,13,13,18,1,1,0
507,19,1,25,2,crush,TRUE,FALSE,FALSE,FALSE,FALSE,13,13,18,1,1,0
508,18,1,24,2,crush,TRUE,FALSE,FALSE,FALSE,FALSE,13,13,18,1,1,0
509,83,2,80,8,stab,TRUE,FALSE,FALSE,FALSE,FALSE,70,70,70,1,1,0
510,20,1,24,6,magic,TRUE,FALSE,FALSE,FALSE,FALSE,17,17,14,22,1,0
511,20,1,24,3,crush,FALSE,FALSE,FALSE,FALSE,FALSE,17,17,14,18,1,0
512,7,1,12,2,magic,TRUE,FALSE,FALSE,FALSE,FALSE,5,2,5,6,1,0
513,6,1,8,1,crush,TRUE,FALSE,FALSE,FALSE,FALSE,5,5,5,1,1,0
514,25,1,10,,,FALSE,FALSE,FALSE,FALSE,FALSE,25,25,25,30,1,0
515,25,1,10,,,FALSE,FALSE,FALSE,FALSE,FALSE,25,25,25,30,1,0
516,33,1,42,4,slash,FALSE,FALSE,FALSE,FALSE,FALSE,25,25,25,1,1,18
517,33,1,42,4,slash,TRUE,FALSE,FALSE,FALSE,FALSE,25,25,25,1,1,18
518,5,1,13,1,stab,TRUE,FALSE,FALSE,FALSE,FALSE,2,2,2,1,1,6
519,5,1,13,1,stab,TRUE,FALSE,FALSE,FALSE,FALSE,2,2,4,1,1,6
520,13,1,20,2,crush,TRUE,FALSE,FALSE,FALSE,FALSE,8,8,12,10,1,0
521,23,1,20,3,slash,FALSE,FALSE,FALSE,FALSE,FALSE,20,20,20,1,1,10
522,23,1,20,3,slash,FALSE,FALSE,FALSE,FALSE,FALSE,21,21,21,1,1,8
523,26,1,23,4,slash,TRUE,FALSE,FALSE,FALSE,FALSE,23,23,23,1,1,8
524,23,1,20,3,slash,FALSE,FALSE,FALSE,FALSE,FALSE,20,20,20,1,1,10
525,10,1,18,2,stab,TRUE,FALSE,FALSE,FALSE,FALSE,7,5,9,1,1,5
526,15,1,17,2,stab,FALSE,FALSE,FALSE,FALSE,FALSE,13,13,13,1,1,5
527,22,1,20,3,crush,TRUE,FALSE,FALSE,FALSE,FALSE,18,18,22,25,1,0
528,17,1,10,5,crush,TRUE,FALSE,FALSE,FALSE,FALSE,8,8,12,25,1,0
